time,v2
9000,-0.20535714285714324
9001,-0.20535714285714324
9002,-0.2142857142857153
9003,-0.2142857142857153
9004,-0.20535714285714324
9005,-0.2142857142857153
9006,-0.22321428571428648
9007,-0.23214285714285765
9008,-0.22321428571428648
9009,-0.1875000000000009
9010,-0.17857142857142883
9011,-0.17857142857142883
9012,-0.19642857142857206
9013,-0.22321428571428648
9014,-0.2142857142857153
9015,-0.20535714285714324
9016,-0.19642857142857206
9017,-0.16964285714285765
9018,-0.17857142857142883
9019,-0.19642857142857206
9020,-0.19642857142857206
9021,-0.19642857142857206
9022,-0.1875000000000009
9023,-0.19642857142857206
9024,-0.1875000000000009
9025,-0.20535714285714324
9026,-0.20535714285714324
9027,-0.17857142857142883
9028,-0.17857142857142883
9029,-0.1875000000000009
9030,-0.19642857142857206
9031,-0.23214285714285765
9032,-0.2142857142857153
9033,-0.1875000000000009
9034,-0.16071428571428648
9035,-0.16071428571428648
9036,-0.1875000000000009
9037,-0.19642857142857206
9038,-0.20535714285714324
9039,-0.20535714285714324
9040,-0.19642857142857206
9041,-0.19642857142857206
9042,-0.19642857142857206
9043,-0.19642857142857206
9044,-0.16964285714285765
9045,-0.16964285714285765
9046,-0.16071428571428648
9047,-0.16071428571428648
9048,-0.17857142857142883
9049,-0.1875000000000009
9050,-0.1875000000000009
9051,-0.17857142857142883
9052,-0.17857142857142883
9053,-0.17857142857142883
9054,-0.17857142857142883
9055,-0.1875000000000009
9056,-0.1875000000000009
9057,-0.16964285714285765
9058,-0.17857142857142883
9059,-0.17857142857142883
9060,-0.17857142857142883
9061,-0.17857142857142883
9062,-0.1517857142857153
9063,-0.1517857142857153
9064,-0.1517857142857153
9065,-0.16964285714285765
9066,-0.17857142857142883
9067,-0.20535714285714324
9068,-0.1875000000000009
9069,-0.16964285714285765
9070,-0.1517857142857153
9071,-0.16071428571428648
9072,-0.16071428571428648
9073,-0.17857142857142883
9074,-0.17857142857142883
9075,-0.16964285714285765
9076,-0.1517857142857153
9077,-0.14285714285714324
9078,-0.16071428571428648
9079,-0.16964285714285765
9080,-0.1517857142857153
9081,-0.14285714285714324
9082,-0.1517857142857153
9083,-0.16071428571428648
9084,-0.16964285714285765
9085,-0.16071428571428648
9086,-0.14285714285714324
9087,-0.1517857142857153
9088,-0.16071428571428648
9089,-0.17857142857142883
9090,-0.17857142857142883
9091,-0.17857142857142883
9092,-0.1517857142857153
9093,-0.13392857142857206
9094,-0.13392857142857206
9095,-0.13392857142857206
9096,-0.14285714285714324
9097,-0.14285714285714324
9098,-0.1250000000000009
9099,-0.10714285714285765
9100,-0.09821428571428648
9101,-0.09821428571428648
9102,-0.09821428571428648
9103,-0.09821428571428648
9104,-0.07142857142857206
9105,-0.04464285714285765
9106,-0.017857142857143238
9107,-0.017857142857143238
9108,-0.017857142857143238
9109,-8.881784197001252e-16
9110,0.01785714285714235
9111,0.026785714285713524
9112,0.008928571428571175
9113,0.01785714285714235
9114,0.01785714285714235
9115,0.01785714285714235
9116,0.04464285714285676
9117,0.06249999999999911
9118,0.05357142857142794
9119,-8.881784197001252e-16
9120,-0.06250000000000089
9121,-0.1250000000000009
9122,-0.11607142857142883
9123,-0.09821428571428648
9124,-0.11607142857142883
9125,-0.17857142857142883
9126,-0.2142857142857153
9127,-0.22321428571428648
9128,-0.19642857142857206
9129,-0.17857142857142883
9130,-0.17857142857142883
9131,-0.1875000000000009
9132,-0.20535714285714324
9133,-0.2142857142857153
9134,-0.22321428571428648
9135,-0.2142857142857153
9136,-0.2142857142857153
9137,-0.2142857142857153
9138,-0.2142857142857153
9139,-0.23214285714285765
9140,-0.2142857142857153
9141,-0.2142857142857153
9142,-0.20535714285714324
9143,-0.20535714285714324
9144,-0.20535714285714324
9145,-0.20535714285714324
9146,-0.19642857142857206
9147,-0.19642857142857206
9148,-0.19642857142857206
9149,-0.19642857142857206
9150,-0.20535714285714324
9151,-0.20535714285714324
9152,-0.2142857142857153
9153,-0.2142857142857153
9154,-0.2142857142857153
9155,-0.20535714285714324
9156,-0.2142857142857153
9157,-0.2142857142857153
9158,-0.2142857142857153
9159,-0.2142857142857153
9160,-0.19642857142857206
9161,-0.19642857142857206
9162,-0.19642857142857206
9163,-0.2142857142857153
9164,-0.19642857142857206
9165,-0.19642857142857206
9166,-0.1875000000000009
9167,-0.20535714285714324
9168,-0.23214285714285765
9169,-0.2500000000000009
9170,-0.22321428571428648
9171,-0.19642857142857206
9172,-0.1517857142857153
9173,-0.13392857142857206
9174,-0.1250000000000009
9175,-0.13392857142857206
9176,-0.17857142857142883
9177,-0.24107142857142883
9178,-0.29464285714285765
9179,-0.33035714285714324
9180,-0.3392857142857153
9181,-0.3660714285714288
9182,-0.35714285714285765
9183,-0.35714285714285765
9184,-0.38392857142857206
9185,-0.41964285714285765
9186,-0.44642857142857206
9187,-0.48214285714285765
9188,-0.5089285714285721
9189,-0.5267857142857153
9190,-0.5714285714285721
9191,-0.6250000000000004
9192,-0.6696428571428577
9193,-0.7142857142857149
9194,-0.7232142857142865
9195,-0.7232142857142865
9196,-0.7053571428571437
9197,-0.6875000000000004
9198,-0.6696428571428577
9199,-0.6607142857142865
9200,-0.6160714285714293
9201,-0.5446428571428577
9202,-0.4642857142857153
9203,-0.4017857142857153
9204,-0.38392857142857206
9205,-0.35714285714285765
9206,-0.33035714285714324
9207,-0.26785714285714324
9208,-0.2142857142857153
9209,-0.1875000000000009
9210,-0.1875000000000009
9211,-0.1875000000000009
9212,-0.16964285714285765
9213,-0.16071428571428648
9214,-0.1517857142857153
9215,-0.16071428571428648
9216,-0.16071428571428648
9217,-0.1517857142857153
9218,-0.14285714285714324
9219,-0.14285714285714324
9220,-0.1250000000000009
9221,-0.13392857142857206
9222,-0.14285714285714324
9223,-0.13392857142857206
9224,-0.10714285714285765
9225,-0.10714285714285765
9226,-0.09821428571428648
9227,-0.10714285714285765
9228,-0.1250000000000009
9229,-0.14285714285714324
9230,-0.14285714285714324
9231,-0.1250000000000009
9232,-0.10714285714285765
9233,-0.10714285714285765
9234,-0.11607142857142883
9235,-0.1250000000000009
9236,-0.1250000000000009
9237,-0.1250000000000009
9238,-0.10714285714285765
9239,-0.10714285714285765
9240,-0.11607142857142883
9241,-0.11607142857142883
9242,-0.09821428571428648
9243,-0.0892857142857153
9244,-0.09821428571428648
9245,-0.0892857142857153
9246,-0.09821428571428648
9247,-0.09821428571428648
9248,-0.0892857142857153
9249,-0.0892857142857153
9250,-0.08035714285714324
9251,-0.0892857142857153
9252,-0.10714285714285765
9253,-0.11607142857142883
9254,-0.11607142857142883
9255,-0.10714285714285765
9256,-0.0892857142857153
9257,-0.08035714285714324
9258,-0.07142857142857206
9259,-0.06250000000000089
9260,-0.06250000000000089
9261,-0.06250000000000089
9262,-0.06250000000000089
9263,-0.06250000000000089
9264,-0.06250000000000089
9265,-0.06250000000000089
9266,-0.04464285714285765
9267,-0.04464285714285765
9268,-0.035714285714286476
9269,-0.04464285714285765
9270,-0.04464285714285765
9271,-0.053571428571428825
9272,-0.053571428571428825
9273,-0.035714285714286476
9274,-0.0267857142857153
9275,-0.035714285714286476
9276,-0.04464285714285765
9277,-0.053571428571428825
9278,-0.035714285714286476
9279,-0.008928571428572063
9280,-8.881784197001252e-16
9281,-8.881784197001252e-16
9282,-0.008928571428572063
9283,-0.0267857142857153
9284,-0.008928571428572063
9285,-0.008928571428572063
9286,-0.008928571428572063
9287,-0.008928571428572063
9288,-0.017857142857143238
9289,-0.017857142857143238
9290,-8.881784197001252e-16
9291,-0.017857142857143238
9292,-0.017857142857143238
9293,-0.017857142857143238
9294,-0.035714285714286476
9295,-0.04464285714285765
9296,-0.053571428571428825
9297,-0.04464285714285765
9298,-0.053571428571428825
9299,-0.06250000000000089
9300,-0.08035714285714324
9301,-0.08035714285714324
9302,-0.06250000000000089
9303,-0.04464285714285765
9304,-0.053571428571428825
9305,-0.08035714285714324
9306,-0.09821428571428648
9307,-0.0892857142857153
9308,-0.08035714285714324
9309,-0.07142857142857206
9310,-0.08035714285714324
9311,-0.09821428571428648
9312,-0.11607142857142883
9313,-0.1250000000000009
9314,-0.1250000000000009
9315,-0.11607142857142883
9316,-0.1250000000000009
9317,-0.13392857142857206
9318,-0.13392857142857206
9319,-0.14285714285714324
9320,-0.14285714285714324
9321,-0.1250000000000009
9322,-0.1250000000000009
9323,-0.1250000000000009
9324,-0.14285714285714324
9325,-0.14285714285714324
9326,-0.13392857142857206
9327,-0.1250000000000009
9328,-0.1250000000000009
9329,-0.14285714285714324
9330,-0.1517857142857153
9331,-0.14285714285714324
9332,-0.14285714285714324
9333,-0.1250000000000009
9334,-0.13392857142857206
9335,-0.16071428571428648
9336,-0.16071428571428648
9337,-0.16071428571428648
9338,-0.14285714285714324
9339,-0.13392857142857206
9340,-0.13392857142857206
9341,-0.13392857142857206
9342,-0.16071428571428648
9343,-0.14285714285714324
9344,-0.16071428571428648
9345,-0.1517857142857153
9346,-0.13392857142857206
9347,-0.13392857142857206
9348,-0.14285714285714324
9349,-0.16071428571428648
9350,-0.1517857142857153
9351,-0.14285714285714324
9352,-0.14285714285714324
9353,-0.16071428571428648
9354,-0.16964285714285765
9355,-0.19642857142857206
9356,-0.17857142857142883
9357,-0.16964285714285765
9358,-0.16071428571428648
9359,-0.14285714285714324
9360,-0.1517857142857153
9361,-0.16964285714285765
9362,-0.16964285714285765
9363,-0.1517857142857153
9364,-0.1517857142857153
9365,-0.16071428571428648
9366,-0.17857142857142883
9367,-0.1875000000000009
9368,-0.19642857142857206
9369,-0.17857142857142883
9370,-0.16964285714285765
9371,-0.17857142857142883
9372,-0.1875000000000009
9373,-0.20535714285714324
9374,-0.20535714285714324
9375,-0.20535714285714324
9376,-0.19642857142857206
9377,-0.20535714285714324
9378,-0.2142857142857153
9379,-0.24107142857142883
9380,-0.23214285714285765
9381,-0.22321428571428648
9382,-0.19642857142857206
9383,-0.22321428571428648
9384,-0.24107142857142883
9385,-0.2500000000000009
9386,-0.2142857142857153
9387,-0.19642857142857206
9388,-0.19642857142857206
9389,-0.19642857142857206
9390,-0.20535714285714324
9391,-0.2142857142857153
9392,-0.2142857142857153
9393,-0.20535714285714324
9394,-0.19642857142857206
9395,-0.20535714285714324
9396,-0.2142857142857153
9397,-0.2142857142857153
9398,-0.20535714285714324
9399,-0.20535714285714324
9400,-0.20535714285714324
9401,-0.2142857142857153
9402,-0.20535714285714324
9403,-0.2142857142857153
9404,-0.20535714285714324
9405,-0.19642857142857206
9406,-0.1875000000000009
9407,-0.19642857142857206
9408,-0.19642857142857206
9409,-0.20535714285714324
9410,-0.2142857142857153
9411,-0.19642857142857206
9412,-0.19642857142857206
9413,-0.1875000000000009
9414,-0.20535714285714324
9415,-0.2142857142857153
9416,-0.20535714285714324
9417,-0.19642857142857206
9418,-0.20535714285714324
9419,-0.20535714285714324
9420,-0.19642857142857206
9421,-0.19642857142857206
9422,-0.19642857142857206
9423,-0.19642857142857206
9424,-0.17857142857142883
9425,-0.1517857142857153
9426,-0.16071428571428648
9427,-0.16071428571428648
9428,-0.16964285714285765
9429,-0.16071428571428648
9430,-0.16071428571428648
9431,-0.17857142857142883
9432,-0.1875000000000009
9433,-0.19642857142857206
9434,-0.17857142857142883
9435,-0.16071428571428648
9436,-0.16071428571428648
9437,-0.1875000000000009
9438,-0.1875000000000009
9439,-0.1875000000000009
9440,-0.1875000000000009
9441,-0.16964285714285765
9442,-0.17857142857142883
9443,-0.19642857142857206
9444,-0.19642857142857206
9445,-0.20535714285714324
9446,-0.1875000000000009
9447,-0.16964285714285765
9448,-0.1517857142857153
9449,-0.16964285714285765
9450,-0.1875000000000009
9451,-0.17857142857142883
9452,-0.16964285714285765
9453,-0.16071428571428648
9454,-0.1517857142857153
9455,-0.16071428571428648
9456,-0.16964285714285765
9457,-0.17857142857142883
9458,-0.16964285714285765
9459,-0.17857142857142883
9460,-0.17857142857142883
9461,-0.17857142857142883
9462,-0.17857142857142883
9463,-0.1875000000000009
9464,-0.17857142857142883
9465,-0.17857142857142883
9466,-0.16964285714285765
9467,-0.17857142857142883
9468,-0.1875000000000009
9469,-0.19642857142857206
9470,-0.1875000000000009
9471,-0.17857142857142883
9472,-0.1875000000000009
9473,-0.17857142857142883
9474,-0.17857142857142883
9475,-0.1875000000000009
9476,-0.1875000000000009
9477,-0.17857142857142883
9478,-0.16964285714285765
9479,-0.16071428571428648
9480,-0.16071428571428648
9481,-0.16964285714285765
9482,-0.1517857142857153
9483,-0.14285714285714324
9484,-0.1250000000000009
9485,-0.13392857142857206
9486,-0.13392857142857206
9487,-0.14285714285714324
9488,-0.13392857142857206
9489,-0.13392857142857206
9490,-0.09821428571428648
9491,-0.06250000000000089
9492,-0.053571428571428825
9493,-0.053571428571428825
9494,-0.017857142857143238
9495,0.008928571428571175
9496,0.008928571428571175
9497,0.008928571428571175
9498,-8.881784197001252e-16
9499,-8.881784197001252e-16
9500,-8.881784197001252e-16
9501,0.01785714285714235
9502,0.01785714285714235
9503,0.026785714285713524
9504,0.01785714285714235
9505,0.026785714285713524
9506,0.01785714285714235
9507,0.008928571428571175
9508,-0.035714285714286476
9509,-0.08035714285714324
9510,-0.10714285714285765
9511,-0.14285714285714324
9512,-0.16964285714285765
9513,-0.17857142857142883
9514,-0.20535714285714324
9515,-0.22321428571428648
9516,-0.23214285714285765
9517,-0.23214285714285765
9518,-0.20535714285714324
9519,-0.19642857142857206
9520,-0.1875000000000009
9521,-0.20535714285714324
9522,-0.2142857142857153
9523,-0.22321428571428648
9524,-0.2142857142857153
9525,-0.2142857142857153
9526,-0.2142857142857153
9527,-0.20535714285714324
9528,-0.2142857142857153
9529,-0.22321428571428648
9530,-0.2142857142857153
9531,-0.2142857142857153
9532,-0.22321428571428648
9533,-0.23214285714285765
9534,-0.22321428571428648
9535,-0.22321428571428648
9536,-0.20535714285714324
9537,-0.19642857142857206
9538,-0.19642857142857206
9539,-0.2142857142857153
9540,-0.22321428571428648
9541,-0.22321428571428648
9542,-0.23214285714285765
9543,-0.22321428571428648
9544,-0.22321428571428648
9545,-0.22321428571428648
9546,-0.2142857142857153
9547,-0.2142857142857153
9548,-0.20535714285714324
9549,-0.19642857142857206
9550,-0.1875000000000009
9551,-0.19642857142857206
9552,-0.19642857142857206
9553,-0.2142857142857153
9554,-0.22321428571428648
9555,-0.22321428571428648
9556,-0.23214285714285765
9557,-0.25892857142857206
9558,-0.2500000000000009
9559,-0.23214285714285765
9560,-0.19642857142857206
9561,-0.1875000000000009
9562,-0.17857142857142883
9563,-0.16964285714285765
9564,-0.1875000000000009
9565,-0.2500000000000009
9566,-0.32142857142857206
9567,-0.3482142857142865
9568,-0.38392857142857206
9569,-0.38392857142857206
9570,-0.4017857142857153
9571,-0.3750000000000009
9572,-0.3660714285714288
9573,-0.39285714285714324
9574,-0.44642857142857206
9575,-0.5000000000000009
9576,-0.5535714285714293
9577,-0.5982142857142865
9578,-0.6250000000000004
9579,-0.6250000000000004
9580,-0.6250000000000004
9581,-0.6517857142857149
9582,-0.6785714285714293
9583,-0.7232142857142865
9584,-0.7321428571428577
9585,-0.7142857142857149
9586,-0.6964285714285721
9587,-0.6696428571428577
9588,-0.6607142857142865
9589,-0.6428571428571437
9590,-0.5892857142857149
9591,-0.5089285714285721
9592,-0.44642857142857206
9593,-0.39285714285714324
9594,-0.3660714285714288
9595,-0.3482142857142865
9596,-0.3125000000000009
9597,-0.25892857142857206
9598,-0.22321428571428648
9599,-0.2142857142857153
9600,-0.19642857142857206
9601,-0.19642857142857206
9602,-0.17857142857142883
9603,-0.16964285714285765
9604,-0.1517857142857153
9605,-0.1517857142857153
9606,-0.16071428571428648
9607,-0.16071428571428648
9608,-0.16964285714285765
9609,-0.1517857142857153
9610,-0.14285714285714324
9611,-0.1250000000000009
9612,-0.11607142857142883
9613,-0.1250000000000009
9614,-0.1250000000000009
9615,-0.1250000000000009
9616,-0.1250000000000009
9617,-0.13392857142857206
9618,-0.1250000000000009
9619,-0.1250000000000009
9620,-0.1250000000000009
9621,-0.11607142857142883
9622,-0.13392857142857206
9623,-0.13392857142857206
9624,-0.14285714285714324
9625,-0.14285714285714324
9626,-0.13392857142857206
9627,-0.1250000000000009
9628,-0.11607142857142883
9629,-0.1250000000000009
9630,-0.13392857142857206
9631,-0.1250000000000009
9632,-0.1250000000000009
9633,-0.11607142857142883
9634,-0.11607142857142883
9635,-0.10714285714285765
9636,-0.09821428571428648
9637,-0.10714285714285765
9638,-0.09821428571428648
9639,-0.09821428571428648
9640,-0.10714285714285765
9641,-0.10714285714285765
9642,-0.11607142857142883
9643,-0.11607142857142883
9644,-0.07142857142857206
9645,-0.06250000000000089
9646,-0.08035714285714324
9647,-0.0892857142857153
9648,-0.07142857142857206
9649,-0.04464285714285765
9650,-0.035714285714286476
9651,-0.035714285714286476
9652,-0.035714285714286476
9653,-0.053571428571428825
9654,-0.053571428571428825
9655,-0.053571428571428825
9656,-0.053571428571428825
9657,-0.035714285714286476
9658,-0.0267857142857153
9659,-0.035714285714286476
9660,-0.035714285714286476
9661,-0.053571428571428825
9662,-0.035714285714286476
9663,-0.017857142857143238
9664,-8.881784197001252e-16
9665,0.026785714285713524
9666,0.01785714285714235
9667,-8.881784197001252e-16
9668,-8.881784197001252e-16
9669,0.008928571428571175
9670,-8.881784197001252e-16
9671,-0.008928571428572063
9672,-0.04464285714285765
9673,-0.035714285714286476
9674,-0.008928571428572063
9675,0.01785714285714235
9676,-0.017857142857143238
9677,-0.035714285714286476
9678,-0.06250000000000089
9679,-0.06250000000000089
9680,-0.06250000000000089
9681,-0.053571428571428825
9682,-0.06250000000000089
9683,-0.07142857142857206
9684,-0.0892857142857153
9685,-0.10714285714285765
9686,-0.09821428571428648
9687,-0.08035714285714324
9688,-0.0892857142857153
9689,-0.09821428571428648
9690,-0.1250000000000009
9691,-0.1250000000000009
9692,-0.13392857142857206
9693,-0.11607142857142883
9694,-0.10714285714285765
9695,-0.10714285714285765
9696,-0.1250000000000009
9697,-0.13392857142857206
9698,-0.14285714285714324
9699,-0.13392857142857206
9700,-0.1517857142857153
9701,-0.16964285714285765
9702,-0.16964285714285765
9703,-0.16071428571428648
9704,-0.16071428571428648
9705,-0.1517857142857153
9706,-0.1517857142857153
9707,-0.17857142857142883
9708,-0.17857142857142883
9709,-0.16964285714285765
9710,-0.14285714285714324
9711,-0.14285714285714324
9712,-0.16071428571428648
9713,-0.16071428571428648
9714,-0.16964285714285765
9715,-0.17857142857142883
9716,-0.17857142857142883
9717,-0.17857142857142883
9718,-0.19642857142857206
9719,-0.20535714285714324
9720,-0.20535714285714324
9721,-0.17857142857142883
9722,-0.1517857142857153
9723,-0.16964285714285765
9724,-0.1875000000000009
9725,-0.20535714285714324
9726,-0.17857142857142883
9727,-0.16964285714285765
9728,-0.16071428571428648
9729,-0.1517857142857153
9730,-0.13392857142857206
9731,-0.16071428571428648
9732,-0.1875000000000009
9733,-0.17857142857142883
9734,-0.17857142857142883
9735,-0.17857142857142883
9736,-0.17857142857142883
9737,-0.17857142857142883
9738,-0.19642857142857206
9739,-0.19642857142857206
9740,-0.19642857142857206
9741,-0.19642857142857206
9742,-0.19642857142857206
9743,-0.20535714285714324
9744,-0.20535714285714324
9745,-0.24107142857142883
9746,-0.24107142857142883
9747,-0.24107142857142883
9748,-0.24107142857142883
9749,-0.22321428571428648
9750,-0.20535714285714324
9751,-0.20535714285714324
9752,-0.20535714285714324
9753,-0.22321428571428648
9754,-0.23214285714285765
9755,-0.2500000000000009
9756,-0.26785714285714324
9757,-0.2857142857142865
9758,-0.26785714285714324
9759,-0.24107142857142883
9760,-0.22321428571428648
9761,-0.20535714285714324
9762,-0.23214285714285765
9763,-0.2500000000000009
9764,-0.26785714285714324
9765,-0.2500000000000009
9766,-0.2142857142857153
9767,-0.22321428571428648
9768,-0.23214285714285765
9769,-0.26785714285714324
9770,-0.2500000000000009
9771,-0.24107142857142883
9772,-0.24107142857142883
9773,-0.24107142857142883
9774,-0.25892857142857206
9775,-0.2767857142857153
9776,-0.26785714285714324
9777,-0.25892857142857206
9778,-0.2500000000000009
9779,-0.24107142857142883
9780,-0.25892857142857206
9781,-0.2500000000000009
9782,-0.2500000000000009
9783,-0.23214285714285765
9784,-0.24107142857142883
9785,-0.24107142857142883
9786,-0.25892857142857206
9787,-0.25892857142857206
9788,-0.26785714285714324
9789,-0.25892857142857206
9790,-0.2500000000000009
9791,-0.26785714285714324
9792,-0.26785714285714324
9793,-0.2500000000000009
9794,-0.22321428571428648
9795,-0.20535714285714324
9796,-0.2142857142857153
9797,-0.23214285714285765
9798,-0.23214285714285765
9799,-0.22321428571428648
9800,-0.22321428571428648
9801,-0.22321428571428648
9802,-0.23214285714285765
9803,-0.24107142857142883
9804,-0.24107142857142883
9805,-0.24107142857142883
9806,-0.2142857142857153
9807,-0.20535714285714324
9808,-0.22321428571428648
9809,-0.2500000000000009
9810,-0.25892857142857206
9811,-0.25892857142857206
9812,-0.24107142857142883
9813,-0.23214285714285765
9814,-0.2142857142857153
9815,-0.22321428571428648
9816,-0.22321428571428648
9817,-0.24107142857142883
9818,-0.24107142857142883
9819,-0.23214285714285765
9820,-0.22321428571428648
9821,-0.2500000000000009
9822,-0.2500000000000009
9823,-0.25892857142857206
9824,-0.24107142857142883
9825,-0.23214285714285765
9826,-0.23214285714285765
9827,-0.24107142857142883
9828,-0.26785714285714324
9829,-0.2767857142857153
9830,-0.2857142857142865
9831,-0.25892857142857206
9832,-0.23214285714285765
9833,-0.23214285714285765
9834,-0.2500000000000009
9835,-0.24107142857142883
9836,-0.19642857142857206
9837,-0.17857142857142883
9838,-0.19642857142857206
9839,-0.23214285714285765
9840,-0.26785714285714324
9841,-0.26785714285714324
9842,-0.2500000000000009
9843,-0.22321428571428648
9844,-0.22321428571428648
9845,-0.23214285714285765
9846,-0.23214285714285765
9847,-0.24107142857142883
9848,-0.23214285714285765
9849,-0.22321428571428648
9850,-0.2142857142857153
9851,-0.22321428571428648
9852,-0.22321428571428648
9853,-0.24107142857142883
9854,-0.23214285714285765
9855,-0.22321428571428648
9856,-0.2142857142857153
9857,-0.22321428571428648
9858,-0.23214285714285765
9859,-0.24107142857142883
9860,-0.24107142857142883
9861,-0.23214285714285765
9862,-0.23214285714285765
9863,-0.23214285714285765
9864,-0.23214285714285765
9865,-0.23214285714285765
9866,-0.2142857142857153
9867,-0.19642857142857206
9868,-0.17857142857142883
9869,-0.1875000000000009
9870,-0.1875000000000009
9871,-0.19642857142857206
9872,-0.17857142857142883
9873,-0.16071428571428648
9874,-0.14285714285714324
9875,-0.14285714285714324
9876,-0.16071428571428648
9877,-0.1517857142857153
9878,-0.11607142857142883
9879,-0.0892857142857153
9880,-0.07142857142857206
9881,-0.08035714285714324
9882,-0.08035714285714324
9883,-0.07142857142857206
9884,-0.04464285714285765
9885,-0.035714285714286476
9886,-0.035714285714286476
9887,-0.053571428571428825
9888,-0.053571428571428825
9889,-0.04464285714285765
9890,-0.0267857142857153
9891,-0.008928571428572063
9892,-0.0267857142857153
9893,-0.06250000000000089
9894,-0.10714285714285765
9895,-0.14285714285714324
9896,-0.1517857142857153
9897,-0.16964285714285765
9898,-0.2142857142857153
9899,-0.2767857142857153
9900,-0.2857142857142865
9901,-0.2767857142857153
9902,-0.2500000000000009
9903,-0.22321428571428648
9904,-0.23214285714285765
9905,-0.2500000000000009
9906,-0.25892857142857206
9907,-0.2767857142857153
9908,-0.2500000000000009
9909,-0.25892857142857206
9910,-0.25892857142857206
9911,-0.25892857142857206
9912,-0.2857142857142865
9913,-0.2857142857142865
9914,-0.26785714285714324
9915,-0.25892857142857206
9916,-0.25892857142857206
9917,-0.2767857142857153
9918,-0.2767857142857153
9919,-0.2767857142857153
9920,-0.25892857142857206
9921,-0.24107142857142883
9922,-0.2500000000000009
9923,-0.2500000000000009
9924,-0.25892857142857206
9925,-0.2767857142857153
9926,-0.2767857142857153
9927,-0.2767857142857153
9928,-0.26785714285714324
9929,-0.2767857142857153
9930,-0.29464285714285765
9931,-0.29464285714285765
9932,-0.2857142857142865
9933,-0.25892857142857206
9934,-0.2767857142857153
9935,-0.2857142857142865
9936,-0.3035714285714288
9937,-0.32142857142857206
9938,-0.3482142857142865
9939,-0.3392857142857153
9940,-0.26785714285714324
9941,-0.2142857142857153
9942,-0.23214285714285765
9943,-0.24107142857142883
9944,-0.2500000000000009
9945,-0.25892857142857206
9946,-0.32142857142857206
9947,-0.4017857142857153
9948,-0.4642857142857153
9949,-0.48214285714285765
9950,-0.48214285714285765
9951,-0.4732142857142865
9952,-0.48214285714285765
9953,-0.5089285714285721
9954,-0.5625000000000004
9955,-0.6071428571428577
9956,-0.6517857142857149
9957,-0.6696428571428577
9958,-0.6964285714285721
9959,-0.7500000000000004
9960,-0.8125000000000004
9961,-0.8482142857142865
9962,-0.8482142857142865
9963,-0.7946428571428577
9964,-0.7321428571428577
9965,-0.7142857142857149
9966,-0.7053571428571437
9967,-0.6696428571428577
9968,-0.6071428571428577
9969,-0.5267857142857153
9970,-0.4642857142857153
9971,-0.4285714285714288
9972,-0.4017857142857153
9973,-0.3482142857142865
9974,-0.29464285714285765
9975,-0.2500000000000009
9976,-0.23214285714285765
9977,-0.22321428571428648
9978,-0.23214285714285765
9979,-0.2500000000000009
9980,-0.23214285714285765
9981,-0.2142857142857153
9982,-0.1875000000000009
9983,-0.1875000000000009
9984,-0.1875000000000009
9985,-0.1875000000000009
9986,-0.17857142857142883
9987,-0.16071428571428648
9988,-0.1517857142857153
9989,-0.16964285714285765
9990,-0.20535714285714324
9991,-0.2142857142857153
9992,-0.2142857142857153
9993,-0.19642857142857206
9994,-0.19642857142857206
9995,-0.19642857142857206
9996,-0.20535714285714324
9997,-0.20535714285714324
9998,-0.19642857142857206
9999,-0.16964285714285765
10000,-0.16964285714285765
10001,-0.17857142857142883
10002,-0.17857142857142883
10003,-0.19642857142857206
10004,-0.1875000000000009
10005,-0.19642857142857206
10006,-0.17857142857142883
10007,-0.1517857142857153
10008,-0.1517857142857153
10009,-0.16964285714285765
10010,-0.17857142857142883
10011,-0.20535714285714324
10012,-0.23214285714285765
10013,-0.2500000000000009
10014,-0.2142857142857153
10015,-0.1517857142857153
10016,-0.1250000000000009
10017,-0.1517857142857153
10018,-0.17857142857142883
10019,-0.19642857142857206
10020,-0.20535714285714324
